Customer_ID,Campaign_ID,Response,ClickThroughRate,EngagementFrequency
62604,29,Yes,0.58,5
5947794,31,No,0.32,1
3278404,44,No,0.46,8
4389794,14,Yes,0.97,3
2757204,46,No,0.87,1
3202194,64,Yes,0.13,2
5029504,50,No,0.15,2
6910504,74,Yes,0.18,8
9241504,51,Yes,0.9,3
2243504,72,No,0.41,1
343894,38,No,0.01,1
2853094,56,No,0.87,1
117704,14,Yes,0.56,5
8179104,20,Yes,0.22,3
5751004,26,No,0.62,5
6221704,56,Yes,0.88,1
485404,52,Yes,0.92,2
2319004,26,No,0.05,3
1719504,66,Yes,0.47,1
5736404,25,Yes,0.35,4
7009404,25,Yes,0.73,1
6524804,40,Yes,0.28,3
9723404,73,No,0.85,6
6079404,48,No,0.98,6
6114404,32,Yes,0.25,7
795694,52,Yes,0.47,9
2505894,19,No,0.5,1
6485404,32,No,0.03,5
3983994,20,No,0.8,8
8524504,37,Yes,0.17,8
7719194,31,Yes,0.23,5
3555404,38,No,0.71,5
7319504,70,No,0.61,2
2599894,36,No,0.56,9
62604,22,Yes,0.79,6
3691704,70,No,1,2
1593504,70,Yes,0.24,4
9905804,19,No,0.07,9
3819304,22,Yes,0.06,9
6019004,43,No,0.86,7
9594804,18,No,0.49,3
1443904,72,No,0.2,4
6193994,16,No,0.85,1
3644004,22,Yes,0.27,4
7768504,23,No,0.36,1
2775704,39,Yes,0.09,4
9885504,58,No,0.39,3
8895404,39,Yes,0.67,8
5267704,45,Yes,0.47,9
1178704,3,Yes,0.4,5
1363504,34,No,0.98,4
8650094,57,Yes,0.35,3
8573704,18,No,0.31,2
2706404,29,Yes,0.25,8
3248304,56,No,0.24,9
9104504,74,Yes,0.09,6
5819194,74,No,0.52,7
806804,58,Yes,0.67,4
695704,69,No,0.93,5
3521104,68,No,0.3,2
5547994,54,No,0.7,1
56504,70,No,0.51,6
6886404,42,Yes,0.59,8
6833804,33,Yes,0.25,5
1612704,15,Yes,0.67,7
9559194,62,Yes,0.2,1
963604,72,No,0.57,2
7396204,45,No,0.41,5
8309004,71,Yes,0.1,4
6534894,47,No,0.64,4
6806094,36,Yes,0.9,1
1983504,25,No,0.22,9
1696304,74,No,0.47,7
3220804,30,Yes,0.45,5
4884404,32,Yes,0.39,6
2115804,55,Yes,0.59,4
7954004,35,Yes,0.98,5
8661194,22,Yes,0.79,3
9813804,52,Yes,0.09,1
2656404,61,Yes,0.28,1
5473004,65,No,0.66,6
6864304,58,Yes,0.83,8
9190804,26,Yes,0.33,8
9064304,51,Yes,0.02,3
7147794,53,No,0.68,7
6956504,55,Yes,0.89,4
4908704,53,Yes,0.76,9
6454504,70,No,0.34,8
8289404,21,Yes,0.19,9
3440804,41,No,0.69,6
3449404,61,Yes,0.69,2
456104,44,No,0.36,8
2366094,62,No,0.78,5
1966194,5,No,0.35,9
6661894,57,Yes,0.08,2
8167304,26,Yes,0.41,3
47704,59,No,0.9,8
7647094,63,No,0.4,6
2584504,6,Yes,0.32,2
8221094,44,No,0.09,1
2058804,8,Yes,0.74,4
4820304,35,No,0.78,2
5175504,24,No,0.97,8
199504,24,No,0.64,2
5331104,6,Yes,0.81,9
5047804,25,Yes,0.44,6
8729504,7,No,0.94,5
4287304,21,Yes,0.02,8
4635404,38,Yes,0.93,3
5082994,70,No,0.81,9
19994,61,Yes,0.99,9
7142094,64,No,0.44,1
5947794,7,Yes,0.86,1
5582004,4,Yes,0.93,7
2843094,56,No,0.69,6
7903004,32,Yes,0.96,2
3169404,9,Yes,0.01,6
6763804,63,No,0.51,1
9395694,35,No,0.75,7
2393404,67,No,0.55,6
1929804,13,Yes,0.51,9
3850094,39,No,0.16,6
4205804,57,No,0.67,2
1197004,25,No,0.76,3
6569004,63,Yes,0.79,7
7888704,21,No,0.39,5
6647004,41,No,0.59,2
193994,67,No,0.11,6
7121804,51,Yes,0.99,8
9415804,49,Yes,0.18,7
6265794,6,Yes,0.49,3
5070504,29,No,0.92,4
9159894,41,No,0.65,5
7711804,36,Yes,0.29,4
2477194,74,Yes,0.61,5
8612404,15,Yes,0.68,3
3193504,37,Yes,1,4
8896604,14,No,0.68,9
9134404,64,Yes,0.68,3
2875504,37,Yes,0.78,9
6219004,5,Yes,0.31,9
155404,1,Yes,0.91,9
9375504,57,Yes,0.42,2
2311604,62,No,0.53,1
3217804,61,No,0.95,7
5151804,10,No,0.8,6
996404,17,No,0.52,2
9468094,19,Yes,0.64,7
268504,74,Yes,0.48,4
3009004,2,Yes,0.12,8
1446194,68,No,0.13,3
4923604,68,No,0.49,7
9109994,12,No,0.58,4
7576194,2,No,0.47,4
754504,71,Yes,0.04,2
5135194,30,Yes,0.17,7
2496404,55,Yes,0.5,8
5304404,30,Yes,0.35,9
2404504,51,No,0.38,2
138904,69,Yes,0.33,7
3496904,11,No,0.69,7
2305804,45,No,0.64,9
8950994,49,Yes,0.39,8
5881704,66,Yes,0.67,4
1264804,41,Yes,0.07,1
5655304,41,No,0.8,4
3521304,6,Yes,0.17,9
7988304,70,Yes,0,2
862904,62,No,0.63,2
8437704,13,No,0.62,4
8018704,72,No,0.05,3
2456204,32,Yes,0.77,5
1660304,73,Yes,0.98,7
9252194,20,No,0.18,9
9605204,21,No,0.2,2
9017304,50,Yes,0.74,1
3594404,58,No,0.36,2
3909994,25,Yes,0.65,6
422404,29,No,0.32,1
3014404,15,No,0.92,7
1523894,31,No,0.33,5
6524804,10,No,0.45,4
6950304,19,Yes,0.48,3
5207804,10,No,0.17,4
2767704,20,No,0.66,9
6267304,52,No,0.01,1
1460894,26,Yes,0.33,6
1549894,54,Yes,0.65,1
9884204,58,Yes,0.41,8
933804,24,Yes,0.61,9
4504504,62,Yes,0.68,6
1134804,64,No,0.43,9
9613304,55,No,0.55,4
4863004,62,Yes,0.45,2
9454904,55,Yes,0.52,7
2477604,64,Yes,0.91,7
5846204,28,No,0.61,8
9622704,27,Yes,0.57,1
2441804,33,No,0.39,8
946194,64,Yes,0.17,7
5819194,51,No,0.74,8
5919194,63,No,0.18,3
5486404,45,No,0.08,3
1355194,8,Yes,0.81,2
1233994,48,No,0.81,7
2322704,20,Yes,0.05,2
9762894,2,No,0.72,6
1994804,69,No,0.44,5
5385404,61,Yes,0.28,6
7343404,67,No,0.6,3
1266094,4,Yes,0.91,5
3956504,60,No,0.54,9
621304,19,No,0.59,2
5458504,64,No,0.47,2
8268504,11,Yes,0.2,9
5352004,47,Yes,0.71,1
8080404,74,Yes,0.55,7
995994,22,No,0.5,4
1011704,73,No,0.77,4
2767704,14,Yes,1,8
1371904,41,Yes,0.05,5
1607804,46,Yes,0.23,6
4174804,64,No,0.69,7
7390994,55,No,0.91,8
3268504,41,No,0.05,7
4888704,73,Yes,0.14,3
1724794,30,Yes,0.25,6
4351904,45,Yes,0.83,5
6174504,56,Yes,0.37,1
3355404,5,Yes,0.56,7
7412004,60,No,0.23,2
4328704,18,No,0.83,9
8658094,64,No,0.36,4
8790604,42,Yes,0.66,3
7755194,50,Yes,0.63,4
9573304,74,Yes,0.62,2
992404,5,Yes,0.62,8
4601094,2,Yes,0.94,5
6922804,59,Yes,0.4,1
6064504,49,No,0.22,9
436804,50,Yes,0.35,8
5786104,47,Yes,0.41,4
1007804,54,Yes,0.87,5
7664304,25,No,0.58,1
218704,22,Yes,0.28,2
7134404,36,Yes,0.47,1
3929504,55,Yes,0.9,3
5746104,46,Yes,0.96,3
1535994,28,No,0.45,7
3194804,38,No,0.15,7
9309004,16,No,0.26,5
4319004,50,No,0.28,3
6162904,53,No,0.53,2
9364504,64,Yes,0.97,5
8658094,10,Yes,0.37,3
3938804,24,Yes,0.24,4
7119994,30,No,0.44,4
5318194,29,Yes,0.54,6
2912094,14,Yes,0.4,8
9741804,17,No,0.03,4
4123894,8,No,0.82,9
3286894,57,Yes,0.77,6
3300804,27,Yes,0.11,8
6607704,12,No,0.34,2
4423804,73,No,0.3,1
8774194,53,No,0.1,5
8518704,61,No,0.69,8
8265894,34,Yes,0.2,9
1671004,13,Yes,0.69,9
2198304,49,No,0.79,7
932704,26,No,0.96,5
1883004,52,No,0.62,1
9661894,37,Yes,0.73,2
557004,44,No,0.71,5
7326194,48,No,0.96,5
6241894,59,Yes,0.58,8
403404,35,Yes,0.62,8
5304404,5,Yes,0.82,7
7921704,1,Yes,0.34,9
6105804,56,Yes,0.57,6
5369004,38,Yes,0.08,4
3927004,64,No,0.93,7
1404504,41,No,0.85,8
6995694,8,Yes,0.05,2
4312704,72,Yes,0.67,7
7237004,58,No,0.94,1
5736404,19,Yes,0.41,7
9762894,53,Yes,0.66,5
5049894,56,Yes,0.88,6
7830504,10,Yes,0.33,4
1546504,31,Yes,0.19,5
6869894,25,No,0.25,6
4849894,53,No,0.43,5
257004,10,Yes,0.09,5
4923604,68,Yes,0.53,8
4504504,35,No,0.78,1
5286304,10,Yes,0.5,2
9286404,16,No,0.35,1
2853404,11,No,0.29,5
4121704,72,No,0.32,7
3097194,13,Yes,0.62,4
1610104,15,Yes,0.63,6
8642094,61,Yes,0.96,3
1918404,17,No,0.21,5
9276094,34,Yes,0.26,3
9515894,23,No,0.37,5
1105894,27,No,0.5,7
5463704,28,Yes,0.25,5
1457204,4,No,0.33,6
2385504,73,Yes,0.39,1
1510304,60,No,0.63,3
1571104,51,Yes,0.51,5
8714894,20,No,0.8,4
3783504,32,No,0.32,3
2159194,41,No,0,2
1159004,72,Yes,0.97,9
6390404,70,Yes,0.66,3
8455894,27,Yes,0.64,9
8573904,56,Yes,0.81,4
7903004,29,Yes,0.35,8
8389804,6,No,0.18,1
7555404,69,No,0.48,2
2067194,29,Yes,0.55,5
5869004,29,No,0.43,2
8990604,14,Yes,0.58,5
367004,14,No,0.67,4
5475194,18,Yes,0.47,2
8164504,4,Yes,0.82,6
436804,5,No,0.65,3
5617804,36,Yes,0.79,6
8888804,19,Yes,0.98,6
2474504,1,No,0,3
3594404,42,Yes,0.62,2
3116804,58,No,0.12,2
6078704,74,No,0.95,5
4363904,27,No,0.01,7
7237894,22,Yes,0.65,6
4366504,40,No,0.64,8
7461904,39,No,0.81,9
877404,50,No,0.58,8
7591704,55,Yes,0.8,2
3411094,39,Yes,0.48,2
4109404,33,No,0.76,3
3245894,25,Yes,0.65,2
9446904,29,Yes,0.8,8
9124404,3,Yes,0.01,5
6696704,41,Yes,0.12,6
792404,28,Yes,0.34,1
7884904,14,Yes,0.97,6
1762504,23,Yes,0.93,4
5582504,39,No,0.19,6
147004,51,Yes,0.53,9
157094,21,No,0.49,4
1433804,49,Yes,0.02,4
2779894,66,Yes,0.52,3
5512804,1,Yes,0.61,5
1385404,9,Yes,0.19,1
9824604,54,No,0.54,4
7591704,18,No,0.14,9
8950994,56,Yes,0.97,6
2385504,18,Yes,0.5,4
5948804,68,No,0.85,9
3853804,14,Yes,0.78,5
6906194,57,No,0.9,8
704194,32,Yes,0.71,2
2146404,65,Yes,0.03,9
3922804,56,No,0.95,1
9323094,32,Yes,0.52,1
5549004,44,No,0.12,7
8455894,27,No,0.18,9
8393604,31,No,0.01,1
4916194,58,No,0.6,7
2850304,61,No,0.82,9
9443504,41,Yes,0.54,9
2753704,35,No,0.83,2
7501094,20,Yes,0.23,1
5486404,28,Yes,0.11,5
9039704,19,No,0.16,1
3374804,38,No,0.99,6
486104,23,Yes,0.78,6
7370304,48,Yes,0.23,6
2764004,70,No,0.61,5
1455894,67,Yes,0.53,7
4785694,33,Yes,0.45,7
7505404,28,No,0.91,4
4383194,71,Yes,0.79,3
8527904,36,Yes,0.04,7
3545194,71,Yes,0.63,2
3143094,17,Yes,0.2,3
4159404,43,No,0.33,6
9496704,40,Yes,0.06,2
4001404,3,No,0.14,2
4174504,29,No,0.88,7
1013994,38,Yes,0.18,6
9041904,49,Yes,0.96,4
262894,46,No,0.89,8
195204,45,No,0.34,8
9363304,14,No,0.12,7
3278404,8,Yes,0.93,4
9383404,30,Yes,0.2,6
6596604,14,Yes,0.88,9
2285704,2,Yes,0.33,9
4785194,58,Yes,0.09,9
5757994,15,Yes,0.43,6
695404,49,No,0.02,3
5929504,20,Yes,0.94,2
7389404,18,No,0.4,7
3942804,40,No,0.96,5
715204,7,Yes,0.52,8
7529504,32,No,0.35,3
8313404,39,Yes,0.56,7
9565694,31,No,0.13,9
9827004,57,Yes,0.08,2
4329104,67,No,0.06,6
567794,39,Yes,0.56,6
2417204,7,No,0.54,4
6892404,24,No,0.76,6
3477604,48,No,0.5,1
1491704,4,Yes,0.22,5
5929504,70,No,0.12,7
1847994,13,Yes,0.85,2
7142994,31,No,0.31,5
8663194,12,No,0.65,8
7121804,35,Yes,0,8
7647094,50,No,0.4,3
7945404,25,No,0.89,3
8125804,46,No,0.32,4
5749894,49,Yes,0.53,4
2150604,38,Yes,0.18,6
8729504,9,Yes,0.81,7
888804,65,Yes,0.78,2
4788304,56,No,0.79,3
605804,62,Yes,0.59,2
8932804,4,Yes,0.95,2
135194,16,No,0.24,2
2466094,59,Yes,0.69,9
5029104,19,No,0.09,8
2100094,65,Yes,0.83,1
8224894,49,Yes,0.93,9
485404,24,Yes,0.29,7
3742994,45,No,0.22,4
1884404,9,Yes,0.46,5
3166094,9,Yes,0.58,3
6446204,14,No,0.25,2
3853804,33,Yes,0.2,6
9132104,34,No,0.59,9
2340804,13,No,0.84,1
135194,8,Yes,0.06,5
7432604,63,No,0.78,4
6975504,28,Yes,0.18,6
6907904,2,Yes,0.96,6
4207604,54,Yes,0.45,7
1593504,40,No,0.99,9
708704,71,No,0.93,8
2457904,41,Yes,0.84,2
8714894,32,No,0.96,4
924804,34,Yes,0.7,7
1863804,2,Yes,0.19,8
7430504,63,Yes,0.68,1
5012704,26,No,0.36,1
888804,62,Yes,0.62,8
5573704,70,No,0.68,1
7218004,61,Yes,0.31,8
2958804,65,Yes,0.51,8
9559194,53,Yes,0.97,1
1068094,20,No,0.91,3
3876194,70,Yes,0.72,3
4293204,9,No,0,3
240804,28,Yes,0.36,4
2836404,55,Yes,0.23,1
758004,51,Yes,0.87,3
612404,38,No,0.9,9
5369004,57,Yes,0.64,6
2300604,69,No,0.08,7
370094,27,Yes,0.05,3
9669004,17,No,0.27,8
1064894,8,No,0.66,7
9563504,38,Yes,0.19,4
8541804,34,Yes,0.18,1
9362504,6,Yes,0.6,9
1528704,57,Yes,0.39,8
7647094,8,No,0.32,7
9124404,14,Yes,0.42,7
7150804,48,No,0.22,7
6856104,54,No,0.26,8
5043894,23,Yes,0.93,4
6342904,14,No,0.1,1
6636404,62,Yes,0.42,8
9017904,23,Yes,0.14,5
9341804,44,No,0.44,2
8839804,26,No,0.76,3
365894,52,No,0.12,1
2646504,65,Yes,0.99,6
2832104,56,Yes,0.63,4
7954004,33,No,0.73,6
731904,32,No,0.03,3
8062604,14,Yes,0.04,4
7021094,68,Yes,0.44,8
3906804,36,Yes,0.86,6
3949894,16,No,0.78,7
2501704,61,Yes,0.67,7
504204,23,No,0.08,7
6221304,22,Yes,0.92,8
3783894,54,Yes,0.06,7
917894,57,Yes,0.44,4
4375694,15,Yes,0.12,8
6920504,17,Yes,0.96,5
3644004,18,Yes,0.17,6
155404,40,No,0.89,2
2496404,40,Yes,0.02,2
1337794,11,No,0.02,8
4617894,42,No,0.66,9
8268504,2,No,0.57,8
3264004,13,No,0.52,6
3744004,69,No,0.09,1
2288304,74,Yes,0.9,6
8994894,19,No,0.53,5
8471804,9,Yes,0.22,7
874504,45,No,0.11,2
3956504,65,Yes,0.56,3
1007804,48,No,0.03,7
8881704,69,No,0.93,8
2873404,19,No,0.59,6
8902904,47,No,0.64,4
9992994,48,Yes,0.88,4
862904,42,Yes,0.88,3
8445194,50,No,0.41,7
2433094,49,Yes,0.38,3
6454504,53,No,0.03,6
266004,50,No,0.93,7
6538804,4,Yes,0.05,3
9657204,5,No,0.93,7
6688504,65,No,0.8,4
7663004,14,Yes,0.69,6
6330004,38,Yes,0.94,9
9395694,33,Yes,0.15,3
8699894,21,No,0.83,7
2103994,18,Yes,0.6,7
2474504,65,Yes,0.02,4
8773904,27,No,0.93,3
736194,14,No,0.23,7
60304,34,No,0.85,8
1264804,32,No,0.24,9
8455894,8,Yes,0.99,3
2010504,12,Yes,0.68,2
298504,71,No,0.46,1
4085404,19,No,0.34,6
6414104,5,Yes,0.2,2
2357704,24,No,0.6,8
3820504,13,No,0.84,5
6987194,1,No,0.65,1
1677194,18,No,0.49,8
4799304,56,Yes,0.59,2
6174304,69,No,0.92,1
6393504,25,No,0.58,3
6001604,41,Yes,0,1
7029504,42,No,0.35,7
3069104,40,No,0.47,7
7434404,54,No,0.03,7
7319304,15,No,0.79,5
3783504,4,Yes,0.3,9
6862994,26,No,0.76,5
6219004,72,No,0.15,9
505404,38,No,0.35,4
815804,13,Yes,1,5
9563504,59,Yes,0.35,6
2417204,23,Yes,0.18,8
7962894,72,No,0.87,2
74304,71,No,0.87,6
2851204,43,No,0.7,2
1939094,64,Yes,0.68,3
3024704,42,Yes,0.91,6
8227904,9,No,0.81,1
6751894,59,No,0,1
4734404,68,Yes,0.96,7
4752194,17,No,0.32,5
4470804,23,Yes,0.56,8
8720304,1,Yes,0.53,9
3193204,59,Yes,0.92,5
2552604,11,No,1,3
2712804,21,Yes,0.33,6
9937304,8,Yes,0.63,1
19994,59,Yes,0.78,1
7699194,9,Yes,0.96,8
2796804,52,No,0.22,6
4567704,9,No,0.07,5
8371204,4,No,0.92,6
4269894,44,No,0.09,9
551804,8,Yes,0.67,5
2756194,63,Yes,0.76,9
795694,42,No,0.84,9
870004,48,Yes,0.28,2
1807904,50,Yes,0.75,1
2264804,52,No,0.86,1
4617894,55,No,0.98,2
9142804,3,Yes,0.39,2
7954004,63,No,0.84,4
8212804,56,No,0.39,9
1493804,38,Yes,0.95,8
9526404,57,Yes,0.22,6
721794,13,Yes,0.62,5
8839804,41,No,0.96,1
8521794,55,Yes,0.52,9
6745304,16,No,0.59,1
7485404,16,No,0.02,8
4255304,31,Yes,0.76,8
2753704,67,Yes,0.72,5
535804,3,Yes,0.04,9
5129804,14,No,0.78,6
9193404,25,No,0.78,9
7832304,58,No,0.1,5
5416304,1,Yes,0.71,5
4954804,37,No,0.92,2
6297104,72,Yes,0.59,9
6458094,18,No,0.28,6
5946194,71,No,0.52,6
7769194,1,No,0.54,4
288694,1,No,0.8,9
9413194,63,Yes,0.33,7
9045204,34,No,0.31,6
2764004,1,Yes,0.89,7
202904,37,Yes,0.18,5
2816304,51,No,0.95,4
5056194,24,No,0.5,1
2552304,55,Yes,0.18,6
9533894,29,No,0.47,9
6538804,66,No,0.53,1
9573504,28,Yes,0.46,2
2165194,17,Yes,0.29,9
1461804,47,Yes,0.96,7
929504,19,Yes,0.68,1
3338404,73,No,0.16,9
5365894,67,Yes,0.65,7
2472804,73,Yes,0.51,5
2027304,21,Yes,0.88,6
3897004,29,Yes,0.09,6
6807894,2,Yes,0.55,1
8430504,53,No,0.34,6
5850094,50,No,0.52,2
2232094,36,Yes,0.81,1
266004,71,No,0.19,4
8141504,51,Yes,0.7,5
4739894,12,No,0.23,8
8396304,13,No,0.64,2
1397004,31,No,0.11,4
1546504,33,Yes,0.54,2
9415804,74,Yes,0.82,1
3645304,27,No,0.16,4
7247094,3,Yes,0.19,2
1129504,40,Yes,0.34,5
9493604,33,No,0.06,9
6265794,12,No,0.67,9
103404,58,Yes,0.02,2
2810504,48,No,0.33,5
9370304,50,Yes,0.77,1
5945304,68,Yes,0.17,9
6105804,4,No,0.14,8
8881704,69,No,0.92,6
262894,33,Yes,0.05,7
3519304,6,No,0.96,4
138904,22,Yes,0.55,4
2120804,24,Yes,0.92,1
6498694,18,Yes,0.38,4
2502704,27,No,0.22,5
1008194,11,Yes,0.32,4
4369904,52,No,0.58,2
5342994,59,Yes,0.92,9
6524604,38,Yes,0.24,8
3322404,9,No,0.52,6
7801704,29,Yes,0.05,5
3286894,71,No,0.49,9
5391704,54,No,0.77,5
2863704,16,No,0.62,4
691704,73,No,0.95,9
6193994,50,Yes,0.1,5
1419004,38,No,0.21,2
4478194,28,No,0.28,1
2705204,47,Yes,0.15,3
2829194,2,No,0.54,4
5857104,60,Yes,0.24,2
3278404,47,Yes,0.96,1
1873194,59,No,0.47,7
6193994,12,Yes,0.17,1
4926804,32,No,0.63,4
7611094,46,No,0.96,2
4601094,23,No,0.72,5
153504,45,Yes,0.2,7
1528704,73,No,0.97,1
9355104,36,Yes,0.57,5
1133894,50,Yes,0.7,4
4562904,27,Yes,0.07,7
2482804,68,No,0.32,5
1811704,32,No,0.72,8
9994804,33,No,0.58,3
2658094,38,No,0.52,7
5933894,38,No,0.73,6
1068094,68,No,0.61,6
721794,41,Yes,0.91,6
5534404,70,No,0.02,8
2719894,54,No,0.3,2
2705194,59,No,0.12,9
56504,47,No,0.45,5
7542804,30,No,0.68,2
7542804,33,Yes,0.6,3
1397004,10,No,0.22,1
3562504,50,No,0.08,2
5209504,32,No,0.49,4
900504,26,Yes,0.46,9
364304,60,Yes,0.48,5
9055104,13,Yes,0.48,3
4451894,63,No,0.13,3
7877404,1,No,0.99,4
3706504,24,Yes,0.88,9
4647304,8,No,0.77,7
8809994,46,No,0.96,5
6171504,13,No,0.63,6
5247704,57,Yes,0.64,8
3580004,65,No,0.5,8
6434094,50,Yes,0.96,4
9458504,73,No,0.93,8
4733404,71,Yes,0.14,1
4439194,9,No,0.4,7
7898704,59,Yes,0.03,8
2357704,19,No,0.82,4
2233504,10,Yes,0.85,6
8524604,69,Yes,0.5,8
8445194,25,Yes,0.68,6
9133804,17,Yes,0.25,7
9421704,52,No,0.81,4
2646504,7,No,0.68,6
7307604,18,No,0.41,2
5749004,72,No,0.22,3
2596704,28,Yes,0.16,6
6000404,56,No,0.81,7
4461894,10,No,0.98,7
3604504,50,Yes,0.71,5
5060804,59,Yes,0.64,8
7954004,23,No,0.86,1
5346204,43,No,0.82,7
4578304,60,Yes,0.84,1
1762504,7,Yes,0.23,9
9261894,13,Yes,0.9,6
2463304,31,No,0.02,2
9150804,67,Yes,0.07,9
4417704,11,Yes,0.47,1
9987704,31,Yes,0.43,9
8149194,74,No,0.93,5
2838804,52,Yes,0.15,9
1129504,39,No,0.42,3
488304,52,Yes,0.31,6
8521104,41,Yes,0.29,5
6869194,45,No,0.28,8
9415804,9,Yes,0.05,7
5551104,28,No,0.25,9
6894204,7,No,0.09,9
9383404,50,No,0.28,1
7789404,67,No,0.13,7
3031304,29,Yes,0.5,4
4563004,70,No,0.73,1
6975504,12,Yes,0.53,7
5521304,58,No,0.17,4
4106404,56,Yes,0.53,6
9326404,66,No,0.28,9
5021504,25,Yes,0.87,5
874504,64,Yes,0.03,6
9301404,50,No,0.29,7
304204,71,No,0.93,8
2058804,73,No,0.94,3
734404,57,No,0.16,6
5304404,42,No,0.24,5
6097194,31,No,0.08,7
490094,70,Yes,0.44,8
1550094,65,Yes,0.94,4
4647404,71,No,0.35,8
5634404,52,Yes,0.21,4
6321804,17,No,0.5,9
3152994,41,No,0.16,1
4609404,54,Yes,0.12,2
9388304,22,No,0.51,1
6470304,12,No,0.1,8
2836404,26,No,0.42,4
3603404,19,No,0.2,5
7947704,56,Yes,0.65,9
1561894,62,Yes,0.24,1
2280904,70,No,0.58,9
337794,6,No,0.98,2
3270004,38,No,0.48,3
4356204,32,Yes,0.62,6
9591704,73,No,0.58,7
3686404,38,No,0.02,5
4121704,56,Yes,0.19,5
3456404,56,Yes,0.94,2
3422304,60,Yes,0.59,2
4412994,49,No,0.91,8
4393404,16,Yes,0.99,9
6270304,17,Yes,0.78,9
4336804,24,No,0.08,6
19994,59,No,0.4,1
4954304,55,Yes,0.84,1
5947404,5,No,0.49,3
8519804,42,Yes,0.23,9
1947794,73,No,0.26,2
3645304,56,No,0.88,7
8653004,2,Yes,0.27,8
9242704,71,Yes,0.79,4
7744504,12,Yes,0.34,4
3164004,74,No,0.66,8
8030504,13,Yes,0.68,6
3646404,69,No,0.2,3
5049894,10,Yes,0.75,8
4883504,1,Yes,0.42,2
1683404,50,No,0.23,2
3268504,65,No,0.78,8
9468094,2,Yes,0.74,7
9546204,4,No,0.04,7
7891194,67,No,0.81,7
6877404,46,No,0.06,7
6534894,53,Yes,0.56,4
4819404,4,No,0.37,8
5582504,38,Yes,0.67,5
5512804,10,Yes,0.9,8
3557304,16,No,0.71,4
4001604,55,Yes,0.22,1
9261894,68,Yes,0.57,3
5194804,63,No,0.93,8
1856804,27,No,0.06,7
1915204,37,Yes,0.15,1
6377404,12,Yes,0.68,2
7908994,57,No,0.06,6
3355404,3,Yes,0.03,1
31104,44,Yes,0.97,6
4611804,67,Yes,0.56,6
6309404,32,Yes,0.28,1
8947004,74,No,0.51,1
902504,50,No,0.72,4
2268704,54,Yes,0.48,2
2394404,42,No,0.34,4
7736804,63,No,0.12,9
754504,25,Yes,0.09,2
9695704,36,No,0.05,3
364304,64,Yes,0.09,8
5707694,67,No,0.47,3
3247794,40,No,0.41,9
3373004,60,Yes,0.68,4
4671804,58,Yes,0.54,6
2779404,73,Yes,0.7,1
1754504,8,Yes,0.74,9
9334794,41,No,0.66,4
3074304,44,Yes,0.89,3
2655304,15,No,0.46,4
9936404,4,No,0.7,6
6193994,65,Yes,0.87,5
6886404,54,Yes,0.25,5
4968504,38,No,0.97,7
122104,51,No,0.99,4
5797404,73,No,0.46,4
7039894,31,No,0.66,7
8772604,16,Yes,0.43,5
8970404,29,No,0.32,2
3183994,44,No,0.25,4
5115204,10,Yes,0.22,3
2764304,61,No,0.95,2
3307804,2,Yes,0.22,3
4926804,19,Yes,0.24,9
5557994,34,Yes,0.12,3
4424404,36,No,0.46,7
6991194,71,No,0.19,2
1174304,58,Yes,0.8,9
5880604,17,Yes,0.26,3
4511094,61,Yes,0.07,2
5307604,33,No,0.45,7
8563304,34,No,0.09,7
7571504,35,No,0.43,8
5934404,50,No,0.5,6
2580804,6,Yes,0.5,8
5011404,59,Yes,0.43,9
7430194,65,No,0.21,9
6374504,3,No,0.98,8
3562504,31,No,0.9,7
5012704,67,No,0.36,7
5419994,59,No,0.52,8
2704304,20,No,0.28,5
5464504,62,No,0.84,6
1008194,10,No,0.99,8
7509404,57,No,0.16,9
2093504,55,Yes,0.31,4
696604,37,No,0.18,4
1396704,35,No,0.65,3
6070304,38,No,0.06,2
2468194,50,No,0.74,7
621304,38,No,0.64,9
6454504,49,No,0.4,2
3246804,9,Yes,0.09,9
6904204,9,Yes,0.6,5
1254804,11,Yes,0.24,4
2232094,35,No,0.4,2
8699894,15,Yes,0.29,3
3887194,64,No,0.4,1
336504,2,No,0.94,8
2622904,60,Yes,0.24,6
9457004,62,Yes,0.08,1
4539004,54,No,0.26,5
8073304,41,No,0.45,3
9136404,60,No,0.25,4
9215704,35,No,0.28,6
749894,18,No,0.32,8
6422704,14,No,0.94,5
1824804,28,No,0.84,3
764304,38,Yes,0.59,4
9854504,5,No,0.84,1
6806094,36,No,0.04,3
1557204,18,Yes,0.59,8
1849404,6,Yes,0.52,3
6712404,41,No,0.8,1
6998694,65,Yes,0.5,2
866504,71,Yes,0.94,8
5054904,61,No,0.75,4
3754504,68,Yes,0.85,3
7699194,52,No,0.31,6
932704,35,Yes,0.78,6
4819094,62,Yes,0.03,9
4752194,36,Yes,0.63,2
7933794,62,Yes,0.86,3
5921304,14,No,0.72,3
5198894,37,Yes,0.54,6
4954804,9,Yes,0.55,8
216804,37,No,0.22,7
8109104,1,Yes,0.74,7
268504,67,No,0.46,4
8080004,6,Yes,0.38,9
8052004,53,No,0.63,4
7542804,74,Yes,0.38,2
3760104,4,Yes,0.94,3
7156504,31,No,0.23,5
3133094,18,Yes,0.06,4
3081504,20,Yes,0.26,6
2816304,55,Yes,0.58,8
3751904,70,No,0.88,6
8962504,31,Yes,0.07,5
