customer_id,gender,income_level,location,last_activity_date
2409994,Unknown,Low,South Australia,2025-03-02
7537704,Unknown,Medium,South Australia,2025-03-03
2083904,Unknown,Low,South Australia,2025-03-03
4574804,Unknown,High,Tasmania,2025-03-03
2810504,Unknown,Medium,Tasmania,2025-03-03
2656404,Unknown,High,New South Wales,2025-03-03
1811604,Male,High,New South Wales,2025-03-03
6627894,Unknown,Medium,Tasmania,2025-03-03
7372504,Unknown,High,Northern Territory,2025-03-03
1870994,Unknown,High,Australian Capital Territory,2025-03-03
9383404,Male,Low,South Australia,2025-03-03
9867404,Unknown,Low,Victoria,2025-03-03
9793504,Unknown,Low,New South Wales,2025-03-04
5152994,Unknown,Low,Western Australia,2025-03-04
4646404,Unknown,Low,Victoria,2025-03-04
3313804,Unknown,High,Tasmania,2025-03-04
8437704,Unknown,Low,Western Australia,2025-03-04
8337304,Unknown,Low,Queensland,2025-03-04
3883904,Unknown,High,Tasmania,2025-03-04
3483504,Unknown,High,South Australia,2025-03-04
6470304,Unknown,Medium,Victoria,2025-03-04
4998404,Unknown,Low,Northern Territory,2025-03-04
9174504,Unknown,Low,New South Wales,2025-03-04
783904,Unknown,Medium,Victoria,2025-03-04
5962604,Unknown,Medium,Northern Territory,2025-03-04
5634404,Unknown,Low,South Australia,2025-03-04
2158304,Unknown,High,Western Australia,2025-03-04
4059304,Unknown,Low,Australian Capital Territory,2025-03-05
2267204,Unknown,High,Victoria,2025-03-05
6037194,Unknown,Low,Northern Territory,2025-03-05
6706504,Unknown,Medium,Queensland,2025-03-05
7506804,Unknown,Low,New South Wales,2025-03-05
2129604,Female,High,Australian Capital Territory,2025-03-05
8434604,Unknown,Low,Queensland,2025-03-05
4385404,Unknown,High,Tasmania,2025-03-05
1692994,Female,Low,Queensland,2025-03-06
8385404,Unknown,Medium,Victoria,2025-03-06
4095694,Unknown,High,Victoria,2025-03-06
2252404,Unknown,Medium,New South Wales,2025-03-06
9177704,Unknown,High,Queensland,2025-03-06
9383504,Unknown,Low,South Australia,2025-03-06
5318194,Unknown,High,Australian Capital Territory,2025-03-06
6457994,Unknown,High,Queensland,2025-03-06
9653304,Unknown,Medium,New South Wales,2025-03-06
5349104,Unknown,High,Victoria,2025-03-06
3267304,Unknown,Medium,Tasmania,2025-03-07
4884404,Male,Low,Australian Capital Territory,2025-03-07
5322404,Unknown,Medium,Australian Capital Territory,2025-03-07
3110504,Unknown,Medium,South Australia,2025-03-07
2355794,Unknown,High,Queensland,2025-03-07
9146404,Unknown,High,Australian Capital Territory,2025-03-07
6886404,Unknown,High,Victoria,2025-03-07
6051604,Unknown,Low,Victoria,2025-03-07
6929894,Unknown,Low,Northern Territory,2025-03-07
8921904,Unknown,High,Western Australia,2025-03-07
3752604,Unknown,Low,Western Australia,2025-03-07
3178704,Unknown,Medium,Australian Capital Territory,2025-03-07
3316194,Unknown,High,South Australia,2025-03-07
6696704,Unknown,Medium,New South Wales,2025-03-07
7615194,Female,Medium,Northern Territory,2025-03-08
9290604,Unknown,Low,South Australia,2025-03-08
3200904,Unknown,Medium,South Australia,2025-03-08
7330504,Unknown,Low,Victoria,2025-03-08
4812404,Male,High,South Australia,2025-03-08
5543804,Unknown,Low,Victoria,2025-03-08
490094,Female,Medium,South Australia,2025-03-08
6004804,Unknown,High,Western Australia,2025-03-08
6754904,Unknown,High,South Australia,2025-03-08
4705304,Unknown,Medium,Australian Capital Territory,2025-03-08
6854904,Unknown,Low,Victoria,2025-03-08
1925194,Unknown,High,Victoria,2025-03-08
4517704,Unknown,Low,Australian Capital Territory,2025-03-09
9124404,Unknown,High,South Australia,2025-03-09
7147794,Unknown,Medium,Victoria,2025-03-09
3194804,Unknown,Low,Western Australia,2025-03-09
9045994,Female,Medium,Western Australia,2025-03-09
7364904,Unknown,High,Australian Capital Territory,2025-03-09
7784504,Unknown,Low,Victoria,2025-03-09
1350304,Unknown,Low,New South Wales,2025-03-09
2012894,Unknown,Low,New South Wales,2025-03-09
7188304,Unknown,High,New South Wales,2025-03-09
5664904,Unknown,Medium,Australian Capital Territory,2025-03-09
6437794,Unknown,High,Western Australia,2025-03-09
4417804,Unknown,Medium,Western Australia,2025-03-10
2866194,Unknown,Medium,South Australia,2025-03-10
174904,Unknown,Low,Victoria,2025-03-10
564904,Unknown,High,Queensland,2025-03-10
4374904,Unknown,High,Northern Territory,2025-03-10
3763904,Unknown,Low,Australian Capital Territory,2025-03-10
8511704,Male,High,Australian Capital Territory,2025-03-10
8500804,Unknown,High,New South Wales,2025-03-10
9458504,Unknown,High,Queensland,2025-03-10
8904504,Female,Low,Tasmania,2025-03-10
6221304,Unknown,Low,Western Australia,2025-03-10
6221094,Unknown,High,South Australia,2025-03-11
6170094,Unknown,Low,Australian Capital Territory,2025-03-11
4409704,Unknown,High,South Australia,2025-03-11
2587404,Unknown,Medium,Australian Capital Territory,2025-03-11
7596804,Unknown,Low,Australian Capital Territory,2025-03-11
5060804,Unknown,High,Victoria,2025-03-11
8357704,Unknown,Medium,Victoria,2025-03-11
8263504,Unknown,Low,New South Wales,2025-03-12
6998694,Unknown,Low,Tasmania,2025-03-12
8962604,Unknown,High,Australian Capital Territory,2025-03-12
3721094,Unknown,High,Northern Territory,2025-03-12
6586304,Unknown,Medium,Queensland,2025-03-12
5895504,Unknown,Low,Northern Territory,2025-03-12
1954504,Unknown,High,Queensland,2025-03-12
5019404,Unknown,Medium,Western Australia,2025-03-12
5934404,Male,High,Northern Territory,2025-03-12
9946194,Unknown,High,Victoria,2025-03-13
4472504,Unknown,High,Northern Territory,2025-03-13
9131304,Unknown,High,Northern Territory,2025-03-13
1950704,Unknown,Medium,Northern Territory,2025-03-13
7352904,Unknown,High,Australian Capital Territory,2025-03-13
6491194,Unknown,High,Northern Territory,2025-03-13
3148404,Unknown,High,Western Australia,2025-03-13
1619994,Unknown,Medium,Australian Capital Territory,2025-03-13
9911704,Unknown,Low,Australian Capital Territory,2025-03-13
2935404,Unknown,High,South Australia,2025-03-14
9536904,Unknown,High,New South Wales,2025-03-14
7062604,Unknown,Medium,New South Wales,2025-03-14
2180504,Unknown,High,Western Australia,2025-03-14
4319504,Unknown,Medium,New South Wales,2025-03-14
6955304,Unknown,Medium,Australian Capital Territory,2025-03-14
9094404,Unknown,High,Western Australia,2025-03-14
9965194,Unknown,High,Queensland,2025-03-14
7542804,Unknown,High,South Australia,2025-03-14
3783504,Unknown,Low,New South Wales,2025-03-14
9059194,Unknown,High,South Australia,2025-03-14
3727704,Female,Low,Queensland,2025-03-14
6581404,Unknown,Low,Queensland,2025-03-14
5189894,Unknown,High,Northern Territory,2025-03-14
8070304,Unknown,Low,Northern Territory,2025-03-14
4132804,Unknown,Medium,Australian Capital Territory,2025-03-14
4036904,Unknown,Low,Australian Capital Territory,2025-03-14
6688504,Unknown,High,Northern Territory,2025-03-15
2120804,Unknown,High,Victoria,2025-03-15
4567704,Female,High,South Australia,2025-03-15
6436904,Unknown,Medium,Victoria,2025-03-15
411704,Unknown,Low,Tasmania,2025-03-15
8393404,Unknown,Low,Victoria,2025-03-15
5626194,Female,High,Western Australia,2025-03-15
240804,Unknown,Low,Tasmania,2025-03-15
2619804,Male,Low,Australian Capital Territory,2025-03-15
7908994,Unknown,Medium,Victoria,2025-03-15
6421304,Unknown,Low,Northern Territory,2025-03-15
3737794,Unknown,High,Australian Capital Territory,2025-03-15
1236904,Unknown,High,Northern Territory,2025-03-15
4955194,Unknown,Low,Tasmania,2025-03-15
8289894,Unknown,Low,Australian Capital Territory,2025-03-15
2958804,Unknown,Medium,New South Wales,2025-03-15
9193404,Unknown,High,Tasmania,2025-03-15
2174904,Unknown,Medium,Northern Territory,2025-03-16
1758094,Unknown,Medium,Australian Capital Territory,2025-03-16
8351504,Unknown,High,South Australia,2025-03-16
2982994,Unknown,High,Queensland,2025-03-16
8653404,Unknown,High,Tasmania,2025-03-16
1881704,Unknown,Medium,South Australia,2025-03-16
4264304,Unknown,Medium,South Australia,2025-03-16
7997194,Unknown,High,New South Wales,2025-03-16
5596604,Unknown,High,South Australia,2025-03-16
3193504,Male,Low,Western Australia,2025-03-16
7237894,Unknown,Low,New South Wales,2025-03-16
3900894,Unknown,Medium,Tasmania,2025-03-16
2819804,Unknown,High,Queensland,2025-03-16
8950994,Unknown,High,Northern Territory,2025-03-16
4430804,Unknown,Low,New South Wales,2025-03-16
4819094,Unknown,High,Western Australia,2025-03-16
9515894,Unknown,High,Tasmania,2025-03-16
4547094,Unknown,High,Australian Capital Territory,2025-03-16
3760994,Unknown,Medium,Tasmania,2025-03-16
2545994,Female,Medium,New South Wales,2025-03-16
3090804,Unknown,Low,New South Wales,2025-03-17
1990604,Unknown,Medium,Northern Territory,2025-03-17
946904,Unknown,High,South Australia,2025-03-17
1056904,Unknown,Medium,Victoria,2025-03-17
4730704,Unknown,High,Tasmania,2025-03-17
1156904,Unknown,High,Victoria,2025-03-17
3906804,Unknown,High,Australian Capital Territory,2025-03-17
8211804,Unknown,Medium,Victoria,2025-03-17
8019504,Unknown,Low,Queensland,2025-03-17
7446504,Unknown,Medium,Western Australia,2025-03-17
8090804,Unknown,High,Queensland,2025-03-17
8772604,Unknown,Medium,Queensland,2025-03-17
7714894,Unknown,High,Western Australia,2025-03-17
656904,Unknown,Low,South Australia,2025-03-18
6242994,Male,Medium,Northern Territory,2025-03-18
3058604,Female,Medium,New South Wales,2025-03-18
2726404,Unknown,Low,New South Wales,2025-03-18
4001604,Unknown,Low,Queensland,2025-03-18
3049404,Unknown,Medium,Tasmania,2025-03-18
7209994,Unknown,Medium,Northern Territory,2025-03-19
8713804,Unknown,Low,Northern Territory,2025-03-19
8144894,Unknown,Medium,Victoria,2025-03-19
6480304,Unknown,High,Tasmania,2025-03-19
4389794,Unknown,Low,Northern Territory,2025-03-19
2340804,Unknown,Low,Victoria,2025-03-19
6995694,Unknown,Medium,Australian Capital Territory,2025-03-19
3248194,Unknown,Low,Tasmania,2025-03-19
5642894,Unknown,Medium,New South Wales,2025-03-20
8231904,Unknown,Medium,Western Australia,2025-03-20
2119194,Unknown,Low,Queensland,2025-03-20
5301504,Unknown,Medium,Victoria,2025-03-20
7676904,Unknown,Low,Queensland,2025-03-20
6921504,Unknown,High,Northern Territory,2025-03-20
3141504,Unknown,Low,Victoria,2025-03-20
8524504,Unknown,Low,South Australia,2025-03-20
4335304,Unknown,Low,Australian Capital Territory,2025-03-20
5234194,Unknown,Medium,Northern Territory,2025-03-20
2312404,Unknown,Medium,Tasmania,2025-03-20
4268094,Unknown,High,Victoria,2025-03-20
3374504,Unknown,Medium,Queensland,2025-03-20
8709404,Unknown,Low,Queensland,2025-03-21
5381604,Unknown,High,Tasmania,2025-03-21
5365894,Unknown,Low,South Australia,2025-03-21
7996904,Unknown,Low,Western Australia,2025-03-21
4562904,Unknown,Medium,South Australia,2025-03-21
8696904,Unknown,High,Australian Capital Territory,2025-03-21
9651904,Unknown,High,New South Wales,2025-03-21
2890704,Unknown,High,Tasmania,2025-03-21
3496904,Unknown,High,South Australia,2025-03-21
4812704,Unknown,High,Western Australia,2025-03-21
9186904,Unknown,High,Western Australia,2025-03-21
862904,Unknown,Low,Western Australia,2025-03-21
8518704,Unknown,Low,South Australia,2025-03-21
1983504,Unknown,Medium,Victoria,2025-03-21
3777704,Unknown,High,Western Australia,2025-03-21
3045994,Unknown,Medium,New South Wales,2025-03-22
8449194,Unknown,High,Australian Capital Territory,2025-03-22
5806504,Female,Low,New South Wales,2025-03-22
2853094,Unknown,High,Tasmania,2025-03-22
3557304,Unknown,Medium,Tasmania,2025-03-22
4347304,Unknown,Medium,Northern Territory,2025-03-22
3173504,Unknown,Low,Queensland,2025-03-22
2741804,Unknown,Medium,Australian Capital Territory,2025-03-22
5483504,Unknown,Low,Northern Territory,2025-03-23
5612804,Female,Low,Northern Territory,2025-03-23
6094804,Unknown,High,Australian Capital Territory,2025-03-23
9635304,Unknown,Low,New South Wales,2025-03-23
9017304,Unknown,Medium,South Australia,2025-03-23
6934804,Unknown,High,South Australia,2025-03-23
6462804,Unknown,Medium,Northern Territory,2025-03-23
3638194,Unknown,Medium,Australian Capital Territory,2025-03-23
3855404,Unknown,Low,Northern Territory,2025-03-23
8720504,Unknown,Medium,Queensland,2025-03-24
6043794,Unknown,Low,Australian Capital Territory,2025-03-24
2233504,Unknown,Medium,Victoria,2025-03-24
3973804,Unknown,Low,South Australia,2025-03-24
9016504,Unknown,High,Australian Capital Territory,2025-03-24
5845604,Unknown,High,Australian Capital Territory,2025-03-24
5588504,Unknown,High,New South Wales,2025-03-24
3437304,Unknown,Medium,Northern Territory,2025-03-24
332804,Female,Medium,Victoria,2025-03-24
2580094,Unknown,Low,Northern Territory,2025-03-25
4766194,Unknown,High,Western Australia,2025-03-25
6967194,Unknown,High,New South Wales,2025-03-25
3477604,Unknown,Low,New South Wales,2025-03-25
6642304,Female,Low,Tasmania,2025-03-25
5304404,Unknown,Medium,Australian Capital Territory,2025-03-25
7153304,Female,Medium,New South Wales,2025-03-25
2561504,Unknown,Low,South Australia,2025-03-25
5569404,Female,Medium,Queensland,2025-03-26
1334804,Unknown,Medium,Tasmania,2025-03-26
2994894,Unknown,Low,Australian Capital Territory,2025-03-26
6754504,Unknown,Low,New South Wales,2025-03-26
8030504,Unknown,Medium,Queensland,2025-03-26
9295794,Unknown,Medium,Queensland,2025-03-26
9944804,Unknown,Low,Western Australia,2025-03-26
6487404,Unknown,High,Victoria,2025-03-26
6920504,Unknown,Low,Queensland,2025-03-26
2066504,Unknown,High,New South Wales,2025-03-27
2615894,Unknown,High,South Australia,2025-03-27
138904,Unknown,High,Queensland,2025-03-27
8546304,Unknown,Low,Northern Territory,2025-03-27
4635404,Unknown,Low,Queensland,2025-03-27
698904,Unknown,Low,Western Australia,2025-03-27
5656504,Unknown,High,South Australia,2025-03-27
9461904,Unknown,Medium,South Australia,2025-03-27
8673904,Unknown,Low,Australian Capital Territory,2025-03-27
4369904,Unknown,Medium,Northern Territory,2025-03-27
1817704,Unknown,Low,Victoria,2025-03-27
7386304,Unknown,High,Queensland,2025-03-27
2552894,Unknown,Medium,South Australia,2025-03-27
3971504,Unknown,High,Northern Territory,2025-03-27
1811704,Unknown,Medium,Queensland,2025-03-27
8366504,Unknown,High,Victoria,2025-03-28
6747794,Unknown,Low,Western Australia,2025-03-28
5210504,Unknown,High,South Australia,2025-03-28
224794,Unknown,High,Western Australia,2025-03-28
9370304,Unknown,Low,Northern Territory,2025-03-28
6422704,Unknown,High,New South Wales,2025-03-28
4949894,Unknown,High,New South Wales,2025-03-28
5819194,Unknown,High,New South Wales,2025-03-28
2512004,Unknown,High,Western Australia,2025-03-28
1051894,Female,High,Western Australia,2025-03-28
7851004,Unknown,High,New South Wales,2025-03-28
7065794,Unknown,Low,Northern Territory,2025-03-29
5458504,Unknown,Medium,Northern Territory,2025-03-29
8542004,Unknown,Low,Northern Territory,2025-03-29
3025694,Unknown,Low,Queensland,2025-03-29
9242004,Unknown,High,Tasmania,2025-03-29
4342004,Unknown,High,Queensland,2025-03-29
3374804,Unknown,Medium,New South Wales,2025-03-29
6342004,Unknown,Medium,South Australia,2025-03-29
7529504,Unknown,Medium,Victoria,2025-03-29
5709994,Unknown,Medium,Northern Territory,2025-03-29
3833504,Unknown,Low,Western Australia,2025-03-29
7743804,Unknown,Medium,Western Australia,2025-03-29
3516194,Unknown,Low,Western Australia,2025-03-29
4637194,Unknown,Low,Queensland,2025-03-29
5352004,Unknown,Medium,New South Wales,2025-03-30
5320604,Unknown,Low,South Australia,2025-03-30
2381704,Unknown,Medium,Northern Territory,2025-03-30
7564504,Unknown,Low,Northern Territory,2025-03-30
7001404,Unknown,Low,New South Wales,2025-03-30
2668704,Unknown,High,Tasmania,2025-03-30
7975904,Unknown,High,Northern Territory,2025-03-30
6613604,Male,Medium,Queensland,2025-03-30
3967994,Unknown,Medium,New South Wales,2025-03-30
2743504,Unknown,Medium,Victoria,2025-03-30
991704,Male,Medium,Queensland,2025-03-30
3352004,Unknown,Medium,Western Australia,2025-03-30
2398704,Unknown,Medium,Western Australia,2025-03-30
5419994,Unknown,Low,Northern Territory,2025-03-30
8530804,Unknown,High,Northern Territory,2025-03-30
4319994,Unknown,High,South Australia,2025-03-30
3284504,Unknown,High,Victoria,2025-03-30
6898704,Unknown,High,Tasmania,2025-03-30
2466094,Unknown,Medium,Queensland,2025-03-30
6695704,Unknown,Low,South Australia,2025-03-30
1252004,Unknown,Medium,Western Australia,2025-03-30
3491704,Unknown,Medium,New South Wales,2025-03-30
3470304,Unknown,High,Western Australia,2025-03-31
4055304,Unknown,Medium,South Australia,2025-03-31
6596704,Unknown,High,Western Australia,2025-03-31
3062004,Unknown,Medium,Australian Capital Territory,2025-03-31
752004,Unknown,Low,Australian Capital Territory,2025-03-31
6390094,Male,Medium,Queensland,2025-03-31
7002804,Unknown,Low,Australian Capital Territory,2025-03-31
9039704,Unknown,High,Tasmania,2025-03-31
7307704,Unknown,High,Tasmania,2025-03-31
4656404,Unknown,Medium,Western Australia,2025-03-31
4526404,Unknown,Medium,New South Wales,2025-03-31
4862994,Unknown,Low,Northern Territory,2025-03-31
3319404,Unknown,High,Tasmania,2025-03-31
6081894,Unknown,Medium,Queensland,2025-03-31
238404,Unknown,Medium,Western Australia,2025-03-31
5521304,Unknown,Medium,Queensland,2025-03-31
2394404,Unknown,Low,Northern Territory,2025-03-31
3489794,Unknown,High,Northern Territory,2025-03-31
2411804,Unknown,Medium,Victoria,2025-03-31
9723404,Unknown,High,Northern Territory,2025-04-01
5524304,Unknown,Low,New South Wales,2025-04-01
2738404,Unknown,High,Australian Capital Territory,2025-04-01
8005404,Unknown,Low,Northern Territory,2025-04-01
7820794,Unknown,Medium,Northern Territory,2025-04-01
6369404,Unknown,High,Western Australia,2025-04-01
6736404,Unknown,High,Tasmania,2025-04-01
3427904,Unknown,Medium,Australian Capital Territory,2025-04-01
7593604,Unknown,High,Victoria,2025-04-01
7888704,Unknown,Medium,Western Australia,2025-04-02
7134404,Unknown,High,New South Wales,2025-04-02
3276304,Unknown,Low,Western Australia,2025-04-02
9337804,Unknown,Low,Northern Territory,2025-04-02
7956194,Unknown,High,Tasmania,2025-04-02
4914404,Unknown,Medium,New South Wales,2025-04-02
962004,Unknown,High,Victoria,2025-04-02
6984804,Unknown,Medium,South Australia,2025-04-02
9845994,Female,High,New South Wales,2025-04-02
9683704,Unknown,Low,Western Australia,2025-04-02
3793504,Female,Low,Queensland,2025-04-02
4788704,Unknown,High,New South Wales,2025-04-02
6712404,Unknown,High,Queensland,2025-04-02
5360304,Unknown,Low,Tasmania,2025-04-02
9870304,Unknown,Low,New South Wales,2025-04-02
3698004,Unknown,High,Australian Capital Territory,2025-04-03
4166094,Unknown,Medium,Victoria,2025-04-03
8593504,Female,Medium,Tasmania,2025-04-03
7962894,Unknown,High,South Australia,2025-04-03
2159194,Unknown,Low,Queensland,2025-04-03
5582004,Unknown,High,Tasmania,2025-04-03
5402504,Unknown,High,South Australia,2025-04-03
5602194,Unknown,Low,Tasmania,2025-04-03
3326804,Unknown,Low,New South Wales,2025-04-03
5596994,Unknown,Low,New South Wales,2025-04-03
3949894,Unknown,Medium,South Australia,2025-04-03
4826194,Unknown,High,Queensland,2025-04-03
7891194,Unknown,Low,Queensland,2025-04-03
3004,Unknown,Medium,Tasmania,2025-04-03
8304504,Unknown,High,Queensland,2025-04-03
2253004,Unknown,Low,New South Wales,2025-04-04
7881804,Unknown,Low,South Australia,2025-04-04
5334604,Unknown,High,New South Wales,2025-04-04
8027704,Female,Low,Western Australia,2025-04-04
1553004,Unknown,High,Queensland,2025-04-04
4524894,Unknown,Low,Western Australia,2025-04-04
8653004,Unknown,Medium,Western Australia,2025-04-04
8370304,Unknown,Medium,New South Wales,2025-04-04
4207194,Unknown,Low,Tasmania,2025-04-04
562804,Female,Medium,Queensland,2025-04-04
5628404,Unknown,Low,Australian Capital Territory,2025-04-05
2446904,Unknown,High,Victoria,2025-04-05
6141504,Unknown,Low,Queensland,2025-04-05
4849894,Unknown,High,Australian Capital Territory,2025-04-05
6060804,Unknown,High,Queensland,2025-04-05
5143994,Unknown,Medium,Victoria,2025-04-05
6063004,Unknown,High,New South Wales,2025-04-05
8554904,Unknown,High,Western Australia,2025-04-05
8395694,Unknown,Low,Victoria,2025-04-05
9953004,Unknown,Low,Northern Territory,2025-04-05
3296404,Unknown,Low,Tasmania,2025-04-05
9896704,Unknown,Medium,Northern Territory,2025-04-05
4612304,Unknown,Low,Northern Territory,2025-04-05
6174304,Unknown,Medium,Queensland,2025-04-05
963604,Female,Medium,Northern Territory,2025-04-06
6072604,Unknown,Medium,Northern Territory,2025-04-06
5449194,Unknown,Low,Queensland,2025-04-06
9563004,Unknown,Medium,New South Wales,2025-04-06
7268504,Male,Low,Victoria,2025-04-06
7112704,Female,Medium,Tasmania,2025-04-06
7387704,Female,Low,Tasmania,2025-04-06
4566194,Unknown,Low,Australian Capital Territory,2025-04-06
5036304,Unknown,High,Northern Territory,2025-04-06
2776894,Female,High,Queensland,2025-04-06
1824904,Unknown,Low,Western Australia,2025-04-06
9654304,Unknown,Medium,Western Australia,2025-04-06
7071704,Unknown,Medium,New South Wales,2025-04-06
563004,Unknown,Medium,South Australia,2025-04-06
1355194,Unknown,Low,South Australia,2025-04-06
6636404,Unknown,Medium,Victoria,2025-04-06
6342904,Unknown,Medium,Northern Territory,2025-04-06
2385504,Male,Medium,Tasmania,2025-04-07
8164904,Unknown,Medium,South Australia,2025-04-07
9885504,Unknown,Low,South Australia,2025-04-07
5037204,Unknown,High,South Australia,2025-04-07
3987194,Unknown,Low,Queensland,2025-04-07
7197704,Unknown,Low,Queensland,2025-04-07
9947304,Unknown,Medium,Western Australia,2025-04-07
3864904,Unknown,High,Australian Capital Territory,2025-04-08
6391704,Unknown,High,Northern Territory,2025-04-08
3373004,Unknown,Medium,Australian Capital Territory,2025-04-08
7583994,Unknown,Medium,Australian Capital Territory,2025-04-08
5944804,Female,Low,Tasmania,2025-04-08
6173904,Unknown,High,South Australia,2025-04-08
8465894,Unknown,Medium,Australian Capital Territory,2025-04-08
9443794,Unknown,Medium,Queensland,2025-04-08
5473004,Unknown,Medium,Tasmania,2025-04-08
3756904,Unknown,High,Northern Territory,2025-04-08
5149094,Unknown,Low,South Australia,2025-04-08
3676894,Unknown,Low,Australian Capital Territory,2025-04-08
6366194,Unknown,High,Queensland,2025-04-08
3233504,Unknown,Medium,New South Wales,2025-04-09
9276094,Female,High,Victoria,2025-04-09
7462994,Unknown,Medium,Northern Territory,2025-04-09
5110904,Unknown,Low,Northern Territory,2025-04-09
2397704,Unknown,Medium,Northern Territory,2025-04-09
7243794,Unknown,High,Queensland,2025-04-09
4066094,Unknown,Medium,Tasmania,2025-04-09
9652004,Unknown,High,Victoria,2025-04-09
5434804,Unknown,High,Western Australia,2025-04-09
4358404,Unknown,Low,Queensland,2025-04-09
4383194,Male,Medium,South Australia,2025-04-09
2047304,Unknown,High,New South Wales,2025-04-09
4739894,Unknown,Low,New South Wales,2025-04-09
6799804,Unknown,Medium,New South Wales,2025-04-09
8331404,Unknown,Low,Tasmania,2025-04-10
2801994,Male,Medium,Western Australia,2025-04-10
1883004,Unknown,Low,Western Australia,2025-04-10
3586304,Unknown,Medium,Western Australia,2025-04-10
4271504,Unknown,Medium,Northern Territory,2025-04-10
2095404,Unknown,Medium,Tasmania,2025-04-10
7158704,Unknown,High,Northern Territory,2025-04-10
6293894,Unknown,Low,Victoria,2025-04-10
5501604,Unknown,High,Western Australia,2025-04-10
2583504,Unknown,Medium,Queensland,2025-04-10
9622304,Unknown,High,South Australia,2025-04-10
7664304,Male,Medium,Tasmania,2025-04-10
9237794,Unknown,Low,Western Australia,2025-04-10
2629804,Unknown,High,Northern Territory,2025-04-10
9677704,Unknown,High,Western Australia,2025-04-11
6395704,Unknown,Medium,Northern Territory,2025-04-11
7185404,Unknown,Low,Western Australia,2025-04-11
8396304,Unknown,Medium,Australian Capital Territory,2025-04-11
7017904,Unknown,Low,Victoria,2025-04-11
9844004,Unknown,Low,Tasmania,2025-04-11
5852304,Unknown,Low,Victoria,2025-04-11
3644004,Unknown,Medium,Victoria,2025-04-11
268504,Unknown,Low,Queensland,2025-04-11
8123194,Unknown,High,Tasmania,2025-04-11
9237404,Unknown,High,Tasmania,2025-04-11
1141504,Unknown,High,Victoria,2025-04-11
6811804,Male,High,Tasmania,2025-04-12
8122404,Unknown,Low,Queensland,2025-04-12
1733894,Unknown,High,Queensland,2025-04-12
9150804,Unknown,Low,Australian Capital Territory,2025-04-12
5285504,Unknown,Low,New South Wales,2025-04-12
6733894,Unknown,High,South Australia,2025-04-12
4493604,Female,Medium,New South Wales,2025-04-12
2268504,Unknown,Low,Northern Territory,2025-04-12
8983804,Unknown,High,Queensland,2025-04-12
154004,Unknown,Medium,Western Australia,2025-04-12
5801804,Female,Medium,Northern Territory,2025-04-12
8807804,Unknown,Medium,Tasmania,2025-04-12
4985504,Unknown,Medium,Western Australia,2025-04-13
9574504,Unknown,Medium,South Australia,2025-04-13
7319504,Unknown,Medium,Western Australia,2025-04-13
475504,Unknown,Low,Queensland,2025-04-13
3521104,Unknown,High,Western Australia,2025-04-13
5151804,Male,Medium,Australian Capital Territory,2025-04-13
3698504,Unknown,Low,New South Wales,2025-04-13
1854004,Unknown,Low,Australian Capital Territory,2025-04-13
8052004,Unknown,Medium,Western Australia,2025-04-13
8349404,Unknown,High,Australian Capital Territory,2025-04-13
5654004,Unknown,High,Queensland,2025-04-13
4759194,Unknown,High,Victoria,2025-04-13
9954004,Unknown,High,Tasmania,2025-04-13
4451804,Male,High,Western Australia,2025-04-13
8593404,Unknown,High,Queensland,2025-04-13
3372904,Unknown,Low,New South Wales,2025-04-13
7954004,Unknown,Medium,Northern Territory,2025-04-13
4393404,Unknown,High,South Australia,2025-04-13
3391194,Unknown,Medium,Queensland,2025-04-13
4450304,Unknown,Medium,Australian Capital Territory,2025-04-13
4328704,Unknown,Low,Tasmania,2025-04-13
1981904,Unknown,High,New South Wales,2025-04-14
7252904,Unknown,High,Victoria,2025-04-14
2903404,Unknown,Medium,Victoria,2025-04-14
4596404,Unknown,Medium,Australian Capital Territory,2025-04-14
4916194,Unknown,High,Tasmania,2025-04-14
5355194,Unknown,Low,Tasmania,2025-04-14
7787504,Unknown,Medium,Northern Territory,2025-04-14
5227904,Unknown,Low,Victoria,2025-04-14
464004,Unknown,Low,New South Wales,2025-04-14
9103804,Unknown,Medium,Northern Territory,2025-04-14
4495504,Unknown,Low,Northern Territory,2025-04-14
7120304,Unknown,Low,Australian Capital Territory,2025-04-14
8970404,Unknown,Medium,Western Australia,2025-04-14
5707694,Unknown,High,Northern Territory,2025-04-14
9475704,Unknown,Medium,Northern Territory,2025-04-14
4872504,Unknown,Medium,Victoria,2025-04-14
7485404,Unknown,Low,Northern Territory,2025-04-14
9334404,Unknown,High,South Australia,2025-04-15
4521094,Unknown,Low,Queensland,2025-04-15
8185704,Unknown,Medium,Tasmania,2025-04-15
6837904,Unknown,Medium,Northern Territory,2025-04-15
2505894,Unknown,High,South Australia,2025-04-15
2779404,Unknown,Low,Western Australia,2025-04-15
2433094,Female,Low,Western Australia,2025-04-16
2773904,Unknown,Medium,Queensland,2025-04-16
3594404,Unknown,Medium,Western Australia,2025-04-16
8815894,Unknown,Medium,South Australia,2025-04-16
2012404,Unknown,High,Western Australia,2025-04-16
8062604,Unknown,High,Victoria,2025-04-16
2843094,Unknown,Medium,Western Australia,2025-04-16
3254004,Unknown,Medium,South Australia,2025-04-16
2146504,Unknown,Low,Tasmania,2025-04-16
6331904,Unknown,Low,Northern Territory,2025-04-16
8164504,Unknown,Medium,Northern Territory,2025-04-16
