Customer_ID,Age,Gender,Occupation,Income_Level,Location,City,Family_Size
4721794,28,Unknown,Clerical Worker,Medium,Western Australia,Perth,2
4721904,21,Unknown,Clerical Worker,Medium,New South Wales,Wollongong,3
4724404,26,Unknown,Manager,High,Queensland,Brisbane,4
4724604,35,Unknown,Clerical Worker,Medium,Queensland,Gold Coast,6
4730704,26,Unknown,Manager,High,Tasmania,Launceston,1
4733404,55,Unknown,Self-employed,High,Northern Territory,Katherine,1
4733894,52,Female,Community Worker,Medium,Northern Territory,Darwin,2
4734404,24,Unknown,Manager,High,Australian Capital Territory,Canberra,5
4736804,30,Unknown,Laborer,Low,Victoria,Melbourne,3
4739894,56,Unknown,Machinery Operator,Low,New South Wales,Newcastle,3
4741894,25,Unknown,Sales Worker,Medium,South Australia,Mount Gambier,2
4742894,32,Unknown,Service Worker,Low,Victoria,Melbourne,2
4743504,64,Female,Service Worker,Low,Queensland,Cairns,3
4743804,38,Unknown,Machinery Operator,Low,New South Wales,Newcastle,5
4750104,26,Unknown,Clerical Worker,Medium,New South Wales,Wollongong,1
4752194,40,Unknown,Community Worker,Medium,Victoria,Ballarat,3
4754904,46,Unknown,Technician,Medium,Australian Capital Territory,Canberra,3
4755194,46,Unknown,Community Worker,Medium,New South Wales,Wollongong,6
4759194,45,Unknown,Manager,High,Victoria,Ballarat,1
4760994,73,Unknown,Professional,High,South Australia,Whyalla,4
4761894,42,Unknown,Professional,High,Tasmania,Launceston,5
4766194,57,Unknown,Self-employed,High,Western Australia,Fremantle,5
4770304,76,Unknown,Community Worker,Medium,Queensland,Brisbane,3
4774804,25,Unknown,Technician,Medium,Victoria,Ballarat,4
4784404,28,Unknown,Technician,Medium,South Australia,Adelaide,6
4785194,45,Unknown,Machinery Operator,Low,Western Australia,Bunbury,2
4785694,20,Unknown,Self-employed,High,Western Australia,Bunbury,2
4788304,62,Female,Laborer,Low,Australian Capital Territory,Canberra,3
4788704,48,Unknown,Self-employed,High,New South Wales,Wollongong,4
4789894,30,Unknown,Technician,Medium,Northern Territory,Darwin,2
4792404,42,Unknown,Sales Worker,Medium,Victoria,Ballarat,4
4795694,71,Unknown,Technician,Medium,Northern Territory,Alice Springs,2
4798694,59,Unknown,Service Worker,Low,Queensland,Brisbane,2
4799304,31,Unknown,Professional,High,Queensland,Brisbane,3
4801704,36,Unknown,Professional,High,Northern Territory,Katherine,3
4801804,75,Female,Clerical Worker,Medium,Australian Capital Territory,Canberra,3
4805804,38,Unknown,Community Worker,Medium,Australian Capital Territory,Canberra,1
4809004,27,Unknown,Technician,Medium,South Australia,Whyalla,3
4811604,20,Male,Manager,High,New South Wales,Sydney,4
4812404,24,Male,Manager,High,South Australia,Whyalla,1
4812704,43,Unknown,Self-employed,High,Western Australia,Bunbury,3
4819094,23,Unknown,Professional,High,Western Australia,Bunbury,3
4819404,46,Unknown,Community Worker,Medium,Western Australia,Perth,2
4820304,31,Female,Clerical Worker,Medium,Western Australia,Fremantle,4
4821904,28,Unknown,Technician,Medium,Queensland,Brisbane,6
4824094,24,Female,Technician,Medium,Western Australia,Fremantle,2
4826194,77,Unknown,Manager,High,Queensland,Brisbane,3
4835404,39,Unknown,Professional,High,South Australia,Whyalla,2
4835994,51,Unknown,Sales Worker,Medium,Northern Territory,Katherine,6
4836104,44,Unknown,Sales Worker,Medium,Tasmania,Devonport,5
4836404,59,Unknown,Manager,High,Queensland,Cairns,3
4837794,41,Unknown,Professional,High,Australian Capital Territory,Canberra,1
4847004,36,Unknown,Clerical Worker,Medium,New South Wales,Sydney,1
4849894,70,Unknown,Manager,High,Australian Capital Territory,Canberra,6
4853004,30,Unknown,Laborer,Low,Queensland,Brisbane,5
4856194,81,Unknown,Self-employed,High,Australian Capital Territory,Canberra,3
4862994,40,Unknown,Service Worker,Low,Northern Territory,Alice Springs,1
4863004,51,Unknown,Community Worker,Medium,Northern Territory,Katherine,6
4872504,32,Unknown,Sales Worker,Medium,Victoria,Geelong,5
4873994,27,Unknown,Service Worker,Low,Tasmania,Launceston,6
4875504,30,Unknown,Technician,Medium,South Australia,Mount Gambier,6
4883504,31,Unknown,Community Worker,Medium,New South Wales,Wollongong,2
4884404,31,Male,Service Worker,Low,Australian Capital Territory,Canberra,3
4888704,77,Female,Self-employed,High,Northern Territory,Darwin,4
4897194,32,Unknown,Professional,High,Northern Territory,Alice Springs,3
4899604,20,Unknown,Machinery Operator,Low,Australian Capital Territory,Canberra,5
4908704,33,Unknown,Professional,High,Victoria,Ballarat,5
4910304,33,Unknown,Professional,High,New South Wales,Newcastle,1
4911094,32,Unknown,Community Worker,Medium,Queensland,Cairns,3
4914404,37,Unknown,Sales Worker,Medium,New South Wales,Wollongong,6
4916194,49,Unknown,Manager,High,Tasmania,Devonport,1
4917304,53,Unknown,Sales Worker,Medium,South Australia,Whyalla,3
4917894,32,Unknown,Manager,High,Queensland,Cairns,2
4921304,39,Unknown,Professional,High,Victoria,Melbourne,1
4921804,27,Unknown,Sales Worker,Medium,South Australia,Mount Gambier,5
4923604,25,Unknown,Professional,High,Victoria,Geelong,1
4925894,26,Unknown,Laborer,Low,Western Australia,Fremantle,6
4926304,38,Unknown,Sales Worker,Medium,Western Australia,Fremantle,4
4926804,27,Unknown,Laborer,Low,Victoria,Geelong,1
4933904,41,Unknown,Service Worker,Low,Western Australia,Bunbury,6
4934404,30,Unknown,Self-employed,High,South Australia,Mount Gambier,2
4935404,27,Unknown,Professional,High,Western Australia,Fremantle,5
4935994,98,Unknown,Technician,Medium,Queensland,Cairns,6
4939094,47,Unknown,Self-employed,High,Australian Capital Territory,Canberra,4
4942204,47,Unknown,Community Worker,Medium,South Australia,Mount Gambier,5
4949894,70,Unknown,Manager,High,New South Wales,Sydney,2
4952304,23,Unknown,Service Worker,Low,Queensland,Cairns,5
4954304,29,Female,Clerical Worker,Medium,Australian Capital Territory,Canberra,3
4954804,51,Unknown,Manager,High,Tasmania,Hobart,1
4955194,25,Unknown,Service Worker,Low,Tasmania,Launceston,4
4958094,35,Unknown,Laborer,Low,Australian Capital Territory,Canberra,4
4962894,52,Unknown,Technician,Medium,Tasmania,Hobart,4
4964704,30,Unknown,Self-employed,High,Western Australia,Fremantle,5
4968504,30,Unknown,Laborer,Low,Tasmania,Launceston,1
4971504,30,Unknown,Community Worker,Medium,Australian Capital Territory,Canberra,1
4975404,35,Unknown,Clerical Worker,Medium,Victoria,Melbourne,4
4976404,28,Unknown,Manager,High,New South Wales,Wollongong,1
4983194,40,Unknown,Professional,High,Northern Territory,Alice Springs,3
4984504,23,Unknown,Machinery Operator,Low,South Australia,Mount Gambier,4
4985504,27,Unknown,Clerical Worker,Medium,Western Australia,Perth,2
4991194,40,Unknown,Self-employed,High,Australian Capital Territory,Canberra,1
4991704,26,Female,Manager,High,New South Wales,Wollongong,3
4998404,22,Unknown,Machinery Operator,Low,Northern Territory,Darwin,1
4998694,22,Unknown,Community Worker,Medium,Queensland,Gold Coast,5
5007804,33,Unknown,Professional,High,New South Wales,Newcastle,4
5011094,63,Unknown,Manager,High,New South Wales,Newcastle,6
5011404,33,Unknown,Professional,High,Queensland,Cairns,3
5012404,53,Unknown,Clerical Worker,Medium,Australian Capital Territory,Canberra,2
5012704,53,Female,Professional,High,South Australia,Adelaide,6
5015804,20,Unknown,Sales Worker,Medium,Victoria,Geelong,4
5018004,25,Unknown,Clerical Worker,Medium,Tasmania,Hobart,2
5019404,27,Unknown,Clerical Worker,Medium,Western Australia,Perth,6
5021504,38,Unknown,Professional,High,Australian Capital Territory,Canberra,6
5021704,28,Unknown,Community Worker,Medium,Australian Capital Territory,Canberra,1
5027704,58,Unknown,Manager,High,South Australia,Mount Gambier,5
5029104,37,Unknown,Self-employed,High,South Australia,Whyalla,4
5029504,58,Unknown,Service Worker,Low,Tasmania,Hobart,1
5029704,36,Female,Machinery Operator,Low,Queensland,Gold Coast,1
5036304,39,Unknown,Manager,High,Northern Territory,Darwin,4
5037204,25,Unknown,Manager,High,South Australia,Mount Gambier,4
5041904,54,Unknown,Community Worker,Medium,Northern Territory,Katherine,2
5043794,29,Unknown,Manager,High,Australian Capital Territory,Canberra,2
5043894,56,Unknown,Technician,Medium,South Australia,Mount Gambier,5
5044894,32,Unknown,Service Worker,Low,Northern Territory,Darwin,4
5046404,30,Unknown,Manager,High,Victoria,Ballarat,4
5047804,35,Unknown,Service Worker,Low,Tasmania,Devonport,4
5049894,61,Female,Clerical Worker,Medium,Northern Territory,Darwin,4
5052604,24,Unknown,Professional,High,South Australia,Adelaide,4
5054904,32,Unknown,Self-employed,High,South Australia,Mount Gambier,2
5056194,21,Unknown,Laborer,Low,Northern Territory,Alice Springs,4
5060804,27,Unknown,Manager,High,Victoria,Ballarat,4
5063904,40,Unknown,Sales Worker,Medium,Victoria,Melbourne,6
5065894,26,Unknown,Community Worker,Medium,New South Wales,Wollongong,3
5067304,44,Unknown,Self-employed,High,Australian Capital Territory,Canberra,2
5070504,43,Unknown,Professional,High,New South Wales,Wollongong,3
5070804,35,Unknown,Machinery Operator,Low,Queensland,Gold Coast,4
5070994,44,Unknown,Professional,High,Queensland,Brisbane,5
5078304,35,Male,Self-employed,High,South Australia,Whyalla,2
5082994,25,Unknown,Laborer,Low,Western Australia,Fremantle,4
5101104,38,Unknown,Clerical Worker,Medium,Australian Capital Territory,Canberra,2
5102404,25,Unknown,Sales Worker,Medium,Western Australia,Bunbury,4
5105894,48,Male,Manager,High,South Australia,Adelaide,2
5108194,23,Unknown,Professional,High,Australian Capital Territory,Canberra,2
5110904,29,Unknown,Service Worker,Low,Northern Territory,Katherine,6
5112404,50,Unknown,Technician,Medium,Northern Territory,Darwin,5
5113404,47,Unknown,Professional,High,Victoria,Melbourne,3
5114204,49,Unknown,Laborer,Low,South Australia,Whyalla,3
5115204,23,Unknown,Service Worker,Low,Northern Territory,Alice Springs,3
5115804,27,Unknown,Sales Worker,Medium,Victoria,Ballarat,3
5117704,34,Unknown,Laborer,Low,South Australia,Mount Gambier,3
5121804,32,Unknown,Clerical Worker,Medium,South Australia,Adelaide,6
5122104,38,Unknown,Clerical Worker,Medium,Australian Capital Territory,Canberra,1
5129504,31,Unknown,Clerical Worker,Medium,Tasmania,Launceston,1
5129804,53,Unknown,Technician,Medium,South Australia,Whyalla,5
5133604,30,Unknown,Professional,High,New South Wales,Wollongong,6
5135194,36,Unknown,Technician,Medium,Australian Capital Territory,Canberra,5
5135304,39,Unknown,Clerical Worker,Medium,Western Australia,Bunbury,2
5138404,55,Unknown,Sales Worker,Medium,Northern Territory,Alice Springs,5
5138804,20,Unknown,Technician,Medium,Northern Territory,Darwin,2
5143994,38,Unknown,Clerical Worker,Medium,Victoria,Geelong,4
5149094,33,Unknown,Laborer,Low,South Australia,Adelaide,5
5151804,82,Male,Clerical Worker,Medium,Australian Capital Territory,Canberra,1
5152994,28,Unknown,Service Worker,Low,Western Australia,Fremantle,4
5153304,26,Female,Professional,High,Queensland,Brisbane,3
5153504,32,Unknown,Machinery Operator,Low,Australian Capital Territory,Canberra,1
5155404,36,Female,Manager,High,Queensland,Brisbane,4
5155894,55,Female,Self-employed,High,Tasmania,Devonport,4
5160004,24,Unknown,Manager,High,New South Wales,Newcastle,5
5162604,49,Unknown,Machinery Operator,Low,South Australia,Whyalla,6
5165094,26,Unknown,Professional,High,Tasmania,Devonport,5
5169004,29,Unknown,Professional,High,Australian Capital Territory,Canberra,5
5173404,62,Unknown,Laborer,Low,Australian Capital Territory,Canberra,4
5175504,29,Unknown,Manager,High,Queensland,Cairns,3
5185404,20,Unknown,Laborer,Low,Victoria,Geelong,2
5189794,41,Unknown,Self-employed,High,South Australia,Whyalla,5
5189894,71,Unknown,Professional,High,Northern Territory,Alice Springs,4
5191704,35,Unknown,Self-employed,High,Victoria,Ballarat,6
5191804,42,Unknown,Sales Worker,Medium,Australian Capital Territory,Canberra,1
5193194,21,Unknown,Laborer,Low,Victoria,Melbourne,3
5194804,25,Unknown,Laborer,Low,Queensland,Cairns,5
5198894,46,Unknown,Technician,Medium,New South Wales,Newcastle,4
5200504,41,Unknown,Manager,High,Northern Territory,Katherine,6
5203804,39,Unknown,Sales Worker,Medium,South Australia,Adelaide,4
5204504,28,Male,Community Worker,Medium,Victoria,Ballarat,5
5207804,26,Unknown,Technician,Medium,New South Wales,Newcastle,2
5209404,53,Unknown,Self-employed,High,Queensland,Gold Coast,6
5209504,29,Unknown,Sales Worker,Medium,Tasmania,Hobart,3
5210504,27,Unknown,Professional,High,South Australia,Adelaide,5
5213404,67,Unknown,Service Worker,Low,Australian Capital Territory,Canberra,1
5216404,50,Unknown,Technician,Medium,Australian Capital Territory,Canberra,6
5222104,42,Unknown,Clerical Worker,Medium,Australian Capital Territory,Canberra,3
5227904,30,Unknown,Laborer,Low,Victoria,Melbourne,2
5230504,79,Unknown,Community Worker,Medium,Tasmania,Hobart,3
5232104,23,Unknown,Machinery Operator,Low,Victoria,Ballarat,5
5234194,38,Unknown,Community Worker,Medium,Northern Territory,Alice Springs,3
5236404,57,Unknown,Laborer,Low,Victoria,Geelong,5
5236804,26,Unknown,Community Worker,Medium,Queensland,Cairns,6
5238194,34,Unknown,Professional,High,South Australia,Adelaide,1
5243404,31,Unknown,Technician,Medium,Australian Capital Territory,Canberra,3
5247304,50,Unknown,Technician,Medium,Tasmania,Hobart,6
5247704,27,Unknown,Manager,High,Queensland,Brisbane,5
5259004,47,Unknown,Machinery Operator,Low,Victoria,Melbourne,3
5264904,52,Unknown,Clerical Worker,Medium,Queensland,Brisbane,5
5266504,53,Unknown,Laborer,Low,Queensland,Gold Coast,6
5267704,32,Unknown,Self-employed,High,Tasmania,Devonport,1
5269404,32,Unknown,Laborer,Low,Northern Territory,Katherine,5
5271504,34,Unknown,Self-employed,High,Western Australia,Bunbury,6
5275504,50,Unknown,Machinery Operator,Low,Victoria,Melbourne,5
5285504,43,Unknown,Machinery Operator,Low,New South Wales,Wollongong,5
5286304,34,Unknown,Service Worker,Low,Queensland,Gold Coast,4
5290604,26,Male,Self-employed,High,Northern Territory,Darwin,6
5293204,39,Unknown,Clerical Worker,Medium,Victoria,Melbourne,2
5294204,23,Female,Machinery Operator,Low,Queensland,Gold Coast,1
5301504,36,Unknown,Technician,Medium,Victoria,Melbourne,2
5304404,49,Unknown,Technician,Medium,Australian Capital Territory,Canberra,6
5307304,34,Unknown,Sales Worker,Medium,Australian Capital Territory,Canberra,3
5307604,25,Unknown,Manager,High,Queensland,Cairns,3
5310894,34,Unknown,Sales Worker,Medium,Victoria,Geelong,6
5313804,43,Unknown,Service Worker,Low,Queensland,Gold Coast,3
5318194,26,Unknown,Professional,High,Australian Capital Territory,Canberra,2
5320604,33,Unknown,Service Worker,Low,South Australia,Mount Gambier,5
5322404,40,Unknown,Clerical Worker,Medium,Australian Capital Territory,Canberra,6
5324404,52,Unknown,Technician,Medium,Western Australia,Fremantle,4
5324604,27,Unknown,Professional,High,Northern Territory,Alice Springs,6
5325304,47,Unknown,Professional,High,Western Australia,Perth,2
5331104,26,Unknown,Manager,High,Victoria,Ballarat,3
5333094,45,Male,Professional,High,South Australia,Adelaide,6
5334604,33,Unknown,Self-employed,High,New South Wales,Sydney,3
5342004,25,Unknown,Self-employed,High,Australian Capital Territory,Canberra,1
5342994,25,Unknown,Machinery Operator,Low,Australian Capital Territory,Canberra,5
5345104,20,Unknown,Professional,High,Victoria,Melbourne,3
5346204,23,Unknown,Service Worker,Low,Victoria,Melbourne,3
5346504,31,Unknown,Clerical Worker,Medium,New South Wales,Newcastle,2
5349104,34,Unknown,Manager,High,Victoria,Ballarat,5
5352004,32,Unknown,Technician,Medium,New South Wales,Wollongong,4
5355194,38,Unknown,Service Worker,Low,Tasmania,Devonport,3
5358804,26,Unknown,Service Worker,Low,Western Australia,Perth,1
5360304,37,Unknown,Laborer,Low,Tasmania,Launceston,1
5361204,22,Unknown,Clerical Worker,Medium,New South Wales,Wollongong,5
5361504,51,Unknown,Clerical Worker,Medium,Queensland,Cairns,3
5362894,65,Unknown,Self-employed,High,Western Australia,Bunbury,3
5363304,30,Unknown,Clerical Worker,Medium,Northern Territory,Katherine,4
5364304,24,Unknown,Professional,High,Australian Capital Territory,Canberra,2
5365894,24,Unknown,Service Worker,Low,South Australia,Mount Gambier,1
5366094,33,Unknown,Clerical Worker,Medium,Australian Capital Territory,Canberra,5
5367994,26,Unknown,Sales Worker,Medium,Western Australia,Fremantle,5
5369004,58,Unknown,Sales Worker,Medium,New South Wales,Sydney,6
5370404,75,Unknown,Sales Worker,Medium,New South Wales,Newcastle,3
5372604,26,Male,Professional,High,New South Wales,Sydney,5
5373704,60,Unknown,Technician,Medium,Northern Territory,Darwin,4
5381604,46,Unknown,Manager,High,Tasmania,Hobart,4
5385404,60,Unknown,Machinery Operator,Low,Northern Territory,Katherine,6
5391704,24,Unknown,Service Worker,Low,Victoria,Ballarat,1
5399894,64,Unknown,Machinery Operator,Low,Queensland,Cairns,3
5402504,36,Unknown,Professional,High,South Australia,Whyalla,1
5403794,27,Unknown,Self-employed,High,New South Wales,Sydney,5
5408804,22,Unknown,Technician,Medium,Western Australia,Fremantle,2
5411604,33,Unknown,Technician,Medium,Australian Capital Territory,Canberra,1
5414304,36,Unknown,Manager,High,New South Wales,Wollongong,1
5415804,43,Unknown,Community Worker,Medium,Tasmania,Hobart,2
5416304,20,Unknown,Machinery Operator,Low,Queensland,Brisbane,3
5418194,44,Unknown,Community Worker,Medium,Western Australia,Bunbury,5
5418404,69,Female,Service Worker,Low,South Australia,Adelaide,2
5419994,20,Unknown,Service Worker,Low,Northern Territory,Darwin,1
5421794,26,Unknown,Clerical Worker,Medium,Western Australia,Fremantle,5
5424094,28,Unknown,Self-employed,High,Australian Capital Territory,Canberra,2
5424404,40,Unknown,Self-employed,High,South Australia,Mount Gambier,6
5424894,22,Unknown,Technician,Medium,Australian Capital Territory,Canberra,3
5427904,27,Unknown,Manager,High,New South Wales,Wollongong,5
5430504,42,Unknown,Manager,High,Queensland,Gold Coast,6
5431204,30,Unknown,Service Worker,Low,Victoria,Geelong,4
5434804,21,Unknown,Professional,High,Western Australia,Perth,5
5445894,48,Unknown,Self-employed,High,New South Wales,Newcastle,3
5446804,40,Unknown,Community Worker,Medium,New South Wales,Sydney,2
5449194,40,Unknown,Machinery Operator,Low,Queensland,Cairns,1
5451904,38,Unknown,Technician,Medium,Australian Capital Territory,Canberra,5
5453304,40,Unknown,Service Worker,Low,Victoria,Geelong,3
5454904,26,Unknown,Sales Worker,Medium,Northern Territory,Darwin,1
5456194,27,Unknown,Technician,Medium,Australian Capital Territory,Canberra,6
5457004,25,Unknown,Professional,High,Northern Territory,Alice Springs,5
5458094,30,Unknown,Machinery Operator,Low,South Australia,Mount Gambier,1
5458504,55,Unknown,Sales Worker,Medium,Northern Territory,Alice Springs,5
5459404,36,Unknown,Sales Worker,Medium,Australian Capital Territory,Canberra,1
5462804,22,Unknown,Laborer,Low,New South Wales,Newcastle,6
5463704,27,Unknown,Community Worker,Medium,Victoria,Melbourne,6
5464504,44,Female,Service Worker,Low,Tasmania,Hobart,5
5467694,64,Unknown,Manager,High,Australian Capital Territory,Canberra,2
5471504,48,Male,Community Worker,Medium,Northern Territory,Katherine,1
5473004,22,Unknown,Technician,Medium,Tasmania,Devonport,2
5475194,36,Unknown,Clerical Worker,Medium,Victoria,Ballarat,2
5481794,41,Unknown,Service Worker,Low,Tasmania,Devonport,1
5483504,35,Unknown,Laborer,Low,Northern Territory,Katherine,6
5486304,33,Unknown,Service Worker,Low,Western Australia,Bunbury,5
5486404,49,Unknown,Clerical Worker,Medium,Victoria,Melbourne,1
5493404,51,Unknown,Professional,High,New South Wales,Wollongong,1
5497304,38,Unknown,Self-employed,High,Northern Territory,Katherine,2
5497404,52,Unknown,Machinery Operator,Low,New South Wales,Wollongong,3
5501604,31,Unknown,Manager,High,Western Australia,Perth,3
5504204,35,Unknown,Laborer,Low,Western Australia,Bunbury,2
5505204,60,Unknown,Clerical Worker,Medium,Northern Territory,Alice Springs,2
5511604,23,Unknown,Service Worker,Low,South Australia,Whyalla,2
5511704,23,Male,Clerical Worker,Medium,Western Australia,Bunbury,4
5521304,24,Unknown,Community Worker,Medium,Queensland,Cairns,6
5521704,33,Unknown,Laborer,Low,Queensland,Cairns,6
5524304,39,Unknown,Machinery Operator,Low,New South Wales,Wollongong,1
5532704,50,Unknown,Machinery Operator,Low,Victoria,Melbourne,4
5533894,21,Male,Service Worker,Low,South Australia,Whyalla,1
5534404,72,Female,Clerical Worker,Medium,Tasmania,Devonport,4
5541904,34,Unknown,Manager,High,Australian Capital Territory,Canberra,3
5543804,33,Unknown,Laborer,Low,Victoria,Melbourne,3
5547994,22,Unknown,Self-employed,High,South Australia,Adelaide,4
5548894,33,Unknown,Self-employed,High,Australian Capital Territory,Canberra,5
5549004,31,Unknown,Self-employed,High,Australian Capital Territory,Canberra,6
5551104,21,Unknown,Technician,Medium,Victoria,Ballarat,6
5554804,26,Unknown,Manager,High,Australian Capital Territory,Canberra,3
5556194,34,Unknown,Technician,Medium,Australian Capital Territory,Canberra,2
5557994,27,Unknown,Machinery Operator,Low,Western Australia,Bunbury,1
5558504,35,Unknown,Sales Worker,Medium,Australian Capital Territory,Canberra,1
5559404,42,Unknown,Clerical Worker,Medium,South Australia,Mount Gambier,3
5562504,52,Unknown,Self-employed,High,Australian Capital Territory,Canberra,3
5563004,29,Unknown,Technician,Medium,Northern Territory,Alice Springs,5
5569404,40,Female,Community Worker,Medium,Queensland,Cairns,2
5571504,45,Unknown,Laborer,Low,Tasmania,Launceston,3
5572604,35,Unknown,Professional,High,Victoria,Melbourne,3
5573194,52,Unknown,Self-employed,High,South Australia,Whyalla,4
5573704,62,Unknown,Professional,High,New South Wales,Newcastle,4
5574804,45,Unknown,Sales Worker,Medium,Victoria,Ballarat,3
5582004,57,Unknown,Manager,High,Tasmania,Hobart,1
5582504,38,Unknown,Sales Worker,Medium,Australian Capital Territory,Canberra,5
5583504,43,Unknown,Professional,High,Tasmania,Hobart,5
5585694,27,Unknown,Sales Worker,Medium,Tasmania,Devonport,2
5586194,39,Unknown,Sales Worker,Medium,Victoria,Melbourne,1
5588504,48,Unknown,Self-employed,High,New South Wales,Sydney,6
5596604,38,Unknown,Self-employed,High,South Australia,Whyalla,5
5596904,28,Unknown,Self-employed,High,Northern Territory,Katherine,6
5596994,40,Unknown,Laborer,Low,New South Wales,Sydney,2
5602194,27,Unknown,Machinery Operator,Low,Tasmania,Launceston,1
5602404,24,Unknown,Machinery Operator,Low,Victoria,Geelong,2
5605504,22,Unknown,Service Worker,Low,Australian Capital Territory,Canberra,5
5612804,62,Female,Machinery Operator,Low,Northern Territory,Katherine,3
5612894,60,Unknown,Laborer,Low,Australian Capital Territory,Canberra,3
5615204,37,Unknown,Community Worker,Medium,South Australia,Whyalla,3
5617804,29,Unknown,Service Worker,Low,Queensland,Cairns,5
5619804,76,Unknown,Technician,Medium,Tasmania,Hobart,6
5624804,60,Unknown,Self-employed,High,Northern Territory,Darwin,2
5626194,79,Female,Manager,High,Western Australia,Perth,3
5628404,29,Unknown,Laborer,Low,Australian Capital Territory,Canberra,4
5633504,34,Unknown,Self-employed,High,South Australia,Adelaide,2
5634404,32,Unknown,Machinery Operator,Low,South Australia,Adelaide,6
5642894,18,Unknown,Community Worker,Medium,New South Wales,Wollongong,1
5644604,33,Unknown,Professional,High,Tasmania,Launceston,6
5645304,42,Unknown,Community Worker,Medium,Tasmania,Hobart,5
5652804,27,Unknown,Professional,High,Victoria,Ballarat,3
5654004,51,Unknown,Self-employed,High,Queensland,Gold Coast,6
5654894,77,Unknown,Manager,High,Tasmania,Hobart,1
5655304,22,Unknown,Community Worker,Medium,New South Wales,Sydney,3
5656504,22,Unknown,Manager,High,South Australia,Mount Gambier,5
5657994,58,Unknown,Self-employed,High,Western Australia,Perth,4
5661194,20,Unknown,Laborer,Low,Western Australia,Perth,1
5664504,41,Unknown,Clerical Worker,Medium,Australian Capital Territory,Canberra,2
5664904,34,Unknown,Sales Worker,Medium,Australian Capital Territory,Canberra,4
5670004,43,Unknown,Technician,Medium,Victoria,Ballarat,2
5671504,34,Female,Manager,High,Western Australia,Perth,6
5671904,22,Unknown,Clerical Worker,Medium,New South Wales,Wollongong,5
5675704,26,Unknown,Machinery Operator,Low,Queensland,Cairns,6
5685404,19,Unknown,Self-employed,High,Victoria,Geelong,2
5686404,21,Unknown,Clerical Worker,Medium,Western Australia,Bunbury,1
5694804,54,Female,Service Worker,Low,Victoria,Geelong,6
5701994,49,Unknown,Machinery Operator,Low,Tasmania,Devonport,5
5704204,19,Unknown,Manager,High,Western Australia,Bunbury,6
5704404,34,Unknown,Technician,Medium,New South Wales,Newcastle,3
5707694,49,Unknown,Manager,High,Northern Territory,Katherine,4
5707704,19,Unknown,Professional,High,Queensland,Gold Coast,4
5709994,61,Unknown,Sales Worker,Medium,Northern Territory,Katherine,3
5715804,25,Unknown,Self-employed,High,Victoria,Melbourne,5
5717704,31,Unknown,Laborer,Low,Victoria,Melbourne,1
5720804,30,Unknown,Community Worker,Medium,South Australia,Whyalla,2
5721304,23,Female,Manager,High,Queensland,Cairns,6
5721794,22,Unknown,Service Worker,Low,Northern Territory,Darwin,2
5722304,52,Unknown,Clerical Worker,Medium,Victoria,Melbourne,3
5726304,40,Unknown,Clerical Worker,Medium,New South Wales,Sydney,3
5731304,35,Unknown,Self-employed,High,Australian Capital Territory,Canberra,3
5733094,38,Unknown,Community Worker,Medium,Queensland,Gold Coast,1
5736404,35,Unknown,Clerical Worker,Medium,New South Wales,Newcastle,2
5737004,30,Male,Laborer,Low,Victoria,Geelong,6
5739194,32,Unknown,Laborer,Low,Australian Capital Territory,Canberra,4
5740504,22,Unknown,Professional,High,Queensland,Brisbane,6
5742704,28,Unknown,Laborer,Low,Western Australia,Bunbury,4
5746104,34,Unknown,Service Worker,Low,Western Australia,Fremantle,3
5746204,38,Unknown,Technician,Medium,Victoria,Geelong,1
5748404,35,Female,Manager,High,South Australia,Adelaide,6
5748804,53,Unknown,Machinery Operator,Low,Queensland,Gold Coast,5
5749004,29,Unknown,Sales Worker,Medium,Australian Capital Territory,Canberra,2
5749894,31,Unknown,Sales Worker,Medium,Tasmania,Devonport,5
5751004,26,Unknown,Self-employed,High,Victoria,Melbourne,2
5756504,28,Unknown,Sales Worker,Medium,Northern Territory,Alice Springs,4
5757304,61,Unknown,Clerical Worker,Medium,Western Australia,Bunbury,4
5757994,29,Female,Professional,High,Queensland,Gold Coast,5
5764504,29,Unknown,Machinery Operator,Low,Tasmania,Launceston,1
5772504,58,Unknown,Technician,Medium,Queensland,Cairns,6
5772604,50,Male,Community Worker,Medium,Western Australia,Bunbury,6
5785704,60,Female,Self-employed,High,Western Australia,Bunbury,5
5786104,34,Unknown,Clerical Worker,Medium,Tasmania,Hobart,2
5790094,48,Unknown,Sales Worker,Medium,Northern Territory,Alice Springs,3
5792404,27,Unknown,Sales Worker,Medium,Western Australia,Perth,3
5795404,22,Unknown,Clerical Worker,Medium,Queensland,Brisbane,1
5797004,25,Unknown,Sales Worker,Medium,Tasmania,Devonport,4
5797404,34,Unknown,Manager,High,Victoria,Melbourne,2
5798694,55,Unknown,Laborer,Low,Queensland,Brisbane,3
5799194,35,Unknown,Machinery Operator,Low,Victoria,Geelong,6
5801804,85,Female,Technician,Medium,Northern Territory,Darwin,5
5806504,26,Female,Service Worker,Low,New South Wales,Wollongong,2
5809404,27,Unknown,Laborer,Low,South Australia,Mount Gambier,3
5810804,34,Unknown,Clerical Worker,Medium,Northern Territory,Darwin,1
5812404,21,Male,Technician,Medium,New South Wales,Sydney,5
5818194,67,Male,Sales Worker,Medium,Australian Capital Territory,Canberra,2
